USERNAME,MESSAGE,PFP,ISBOT
"@cianthompson966","EVERY Pokémon death so far and their reason. With a ""Fault Tally"", each point is awarded to the person who ""caused"" the death regardless of RNG or bad advice. ENJOY!

★Episode 1 - (3 deaths) ---- Deion 3, Doto 0
→ Dorksparce/Dunder
Died because Deion poisoned him while catching, but didn’t heal so died while walking. On the team for like 7 steps.

→ Weedo/Hubert
Deion tried to catch oddish,  AKA Folder, but Folder used poison fang and took out Weedo

→ Folder/Da Rat
Deion switches into Folder, an oddish, into Sealeo. Sealeo uses Sheer Cold and 1 hit K.O.’s Folder immediately when coming in.

★Episode 2 - (1 death, 4 total) ---- Deion 4, Doto 0
→ Doya/Doyo
Deion left in first slot, tries to run from a much higher level wild pokemon, it fails, and dies to blast burn immediately.

★Episode 3 - (2 death, 6 total) ---- Deion 4, Doto 2
→ Playdoh/Mathmatic
Doto was fighting Delcatty. Used Thunderbolt and sent Delcatty to like 2% Hp, then Delcatty used flail. Stab boosted 200 base power attack, and needless to say was obliterated. Hard to avoid.

→ Bark/Bolt
Doto thought it would great to keep Bolt to fight a strong Moltres in the hope to get EXP.  Straight up greed.  Obviously died. RIP Bark and Bolt.

★Episode 4 - (1 death, 7 total) ---- Deion 5, Doto 2
→ Pebble/Chef
Deion encountered a wild Huntail with Pebble out, Deion asked what to do, Doto was like “yeah ancient power shouldn’t kill, Pebble won’t die he’s Pebble”, then immediately dies to x4 super effective Bubble Beam. Although Deion chose, Doto encouraged this entirely  bad type matchup

★Episode 5 - (1 death, 8 total) ---- Deion 6, Doto 2
→ Uglass/Chad
Deion decided to keep his Uglass against Alakazam. After 2 turns giving him a chance to change, Alakazam attacks and evaporates Uglass. 100% throw by Deion 

★Episode 6 - (0 deaths, 8 total) ---- Deion 6, Doto 2

Nobody died!

★Episode 7 - (1 death, 9 total)  ---- Deion 7, Doto 2
→ Pinky/Ducksworth
Deion tried to catch a Trapinch, swaps into Pinky (bad type match up), Trapinch hits Pinky with bone rush, all 5 times. 12.5% chance of hitting 5 times, and not accounting for a crit, it was EXACTLY how much he needed to take to kill Pinky, RIP.

★Episode 8 - (3 deaths, 12 total) ---- Deion 7, Doto 5
→ Bite/Meatballs
Doto left Meatballs (A flying dragon, x4 times weak to ice) in against an ice type, Lapras. RIP. Man, Bite had POTENTIAL.

→ Purr/Arf
Doto speeding up the game to train, Arf was against a Kirlia 6 levels higher, Arf hits thunder bringing it to 30% health, then Kirlia used mirror coat. Got cooked.

→ Slimey/Faith
Doto decided to keep Faith, a grass type in against a legendary Rayquaza, Doto used dig, against a flying type, then Rayquaza used gust and 1-hit OK’d him. RIP.

★Episode 9 - (4 deaths, 16 total) ---- Deion 8, Doto 8 
→ Dudesparce/Rocketti
Doto kept Rocketti fighting against a Hitmonchan, who used metronome into Dragon Rage. Rocketti was erased.

→ Snappy/Gabi
Doto put Gabi/Butterfree against a Lileep. Was rock blasted 3 times DESTROYING Gabi.

→ Bowa/Chickpea
Deion did not learn from his last pokemon death mistake, underestimating Trapinch and the Ground Type. Used 3 bone rush, destroyed. RIP Bowa... 

→ Hornz/Teethz
Doto was against a Metagross that was 5 levels higher, was hit by solar beam then doom desire, it would have killed anyone on the team, but sacrificed correctly, It totally would have killed Bower/Woo, as Woo could not tank that. Woo took the victory at 3hp in the end. Nearly end of the run.

★Episode 10 - (2 deaths, 18 total) ---- Deion 10, Doto 8 
→ Boll/Joey
Deion left Boll, a Luvdisc, against a Jirachi. Boll was low health and Deion did not heal either. Man just wanted Boll dead haha

→ Talon/La'Fruta
Deion left a burned Talon, a grass flying against a Weepinbell, who used sludgebomb, brought to like 5% hp then burn finished Talon off. RIP. Last words Talon heard was his owner Deion saying ""I would say rest in peace, but F you and GGs Talon"".

★Episode 11 - (0 deaths, 18 total) ---- Deion 10, Doto 8 
Second episode where nobody dies!

★Episode 12 - (1 death, 19 total) ---- Deion 11, Doto 8 
→ Bower/Woo
Under leveled at Kogas Gym. Doto said ""I'm going back to the other gym!"", Deion said he was going to ""finish him off"". Deion left Bower in (despite being 11 levels higher) against a Sharpedo. Bad match up, Deion goes for a Mega punch instead of a dig WHICH WOULD HAVE KILLED SHARPEDO, but it missed, as it often does. Only because of that miss, Sharpedo hits him with hydrocannon. Doto shouts ""Deion you just lost our starters"". ""No I didn't"" comically says Deion as Bowers health goes from almost full to 0hp. If he just used Dig, Bower and Woo would still be here.

★Episode 13 - (1 Death, 20 total) ---- Deion 11, Doto 9
→ Birdew/Paper
Doto was against a Flareon, and switched from Yogi to Paper who is x4 times weak to fire. Just like paper man burned in an instant. RIP, 100% Doto could have avoided haha, regardless if enemy is a lower level.

★Episode 14 - (1 Death, 21 total) ---- Deion 11, Doto 10
→ Draco/Hope
Doto VS Wuzitgoing and Quzitgoing was about to send out Zangoose (you know, his starter. The strongest.) and kept Hope in. A shuppet, really weak and not evolved yet. Zangoose FASTER, hits Leer lowering already abysmal defence, Hope used sky uppercut, took 50% hp. He should have swapped out here, but tried to stay in knowing Hope is slower AND defence was even lower and was and one shot by metal claw. This Hope could have been a Gengar... and losing DRACO? Deion was devastated.

★Episode 15 - (0 Deaths, 21 total) ---- Deion 11, Doto 10
No deaths, even got the Sabrina gym badge...! (third episode without deaths)

★Episode 16 - (2 death, 23 total) ---- Deion 13, Doto 10
→ Kefla/Slifey
Deion had Kefla out against their encounter Claydol and Bagon (soon to be Tank/Eyeeyeeye) Bagon, uppercuts kefla, and one shot her. Rest in peace. Could have changed out or not used at all until evolved but it is what is it.

→ Tank/Eyeeyeeye
Deion left Tank, a weak baby dragon type out first, outsped by wild Mightyena, way faster and stronger… Tank had SO SO SO much potential AND used Deions master ball on it... All he needed was to get to level 30 and it would have evolved into a statistically much better dragon type.

★Episode 17 - (0 death, 23 total) ---- Deion 13, Doto 10
No deaths (4th time) and lined up to get the second last / cinnabar gym badge...!

★Episode 18 - (1 death, 24 total) ---- Deion 14, Doto 10
→ Swirly/Egg Mama
This was Deion making the decision to change into Swirly mid gym fight, but swirly was destroyed as not only he was lower level, the Rapidash knew Aeroblast… with the Darksouls 3 OST playing, pling pling plong, it was emotional as hell. Saviour really saved the run. It could have been REALLY bad. Deion despite not getting potion seemed to have gotten a lot better at Pokémon knowledge though! Rocky/Balboa was not worth it though. Despite being level 50, onix isn’t as strong in the games as he looks/should be.

★Episode 19 - (0 death, 24 total) ---- Deion 14, Doto 10
No deaths (5th time) - Recruited MANY new addition on the One/two/three islands.

★Episode 20 - (0 death, 24 total) ---- Deion 14, Doto 10 
Consecutive no deaths! (6th time) — all gym badges obtained. They’re FINALLY ready to take on the Elite four!! 

★Episode 21 - (4 deaths, 27 total) ---- Deion 15, Doto 13
→ Totodile/Feesh 
Doto told Feesh to kill Wutzitgoin's Gengar, but Gengar was faster, and used Destiny Bond. There was little you could do unless made a read that a ghost would have that move. Doto could not even react to it which is fair. Deion devastated, sent him to heaven. But Deion made sure to kill Gengar with Totodiles corpse lol what a way to go though...

→ Shadow/Beautyas
Doto BACK TO BACK fought a ghost type in Victory road, was outsped and used destiny bond and Beautyas was cooked. Maybe they will be careful with Ghost types in future haha. Shadow is a MASSIVE lost to Deion, his strongest pokemon. The EXP boost of being traded too is a massive loss..

→ Gary/Custard
Deion straight after the death of Shadow sees an Oddish, and swaps from Rocky the Barboach out to Gary. The oddish saw Rocky and saw it was x4 weak to grass which it is STAB effective, Deion sends out ANOTHER x4 weak to grass so basically gave the Oddish a free turn. They lost another REALLY good pair. At least Deion knew it was his bad, he was too locked in to whatever he was doing despite Doto literally saying ""do not swap him in"" after asking Doto for advice lol

→ Pisces/Finito
Like they were on a roll, Doto was speeding up the game while training, a level 44 Finito was against Remoraid (Lv 18), Doto tried running, ""Cant escape"", Remoraid used Hydro pump and like Kaiba when being blasted by Exodia, FINITO WAS FINITO. The last thing Finito heard was ""O-"" before being evaporated. Hilarious. He just needed one more level to evolve lol

FINALE BELOW - spoilers if not finished video, finish first.","https://yt3.ggpht.com/41cdhVJJYJMMJYfZwwW8MiO3PvnF4Snbc9TEDjF52u2IU3LbjfRUuwkjVe4etlOCzwIG6uOY2vA=s88-c-k-c0x00ffffff-no-rj","false"
"@RendoGuy","22:36 took a bit of creative liberty right there","","false"
"@Yakoga","three idiot pokemon nuzlocke would be chaos ","","false"
"@sabrinakod","47:40 LORE ACCURATE WUTIZGO!!","https://yt3.ggpht.com/SgCDbCLWFtQ2cT2KZ-l--hKc76tAHv_CZJQPdq_3qzxp2JMDK37TltICkLcCmr77g4H3sc6k=s88-c-k-c0x00ffffff-no-rj","false"
"@runitback2431","Genuinely a Legendary Series.","https://yt3.ggpht.com/ytc/AIdro_kbAmypDDIkqBoy_ICapjGQCCoQbvPN22fMRTxaPJp1w9E=s88-c-k-c0x00ffffff-no-rj","false"
"@solarflashcash","I'm gonna miss the yoda screams after ko'ing a pokemon, what a journey","https://yt3.ggpht.com/ytc/AIdro_lmCqw7XajrO_DvCkE5lyDr-jQgwjilpRhjCLzTX1NvLGI=s88-c-k-c0x00ffffff-no-rj","false"
"@th3hybrids","10:24 hearing Afro made me so happy  (Edit: Soul link was absolute cinema, can't believe it's over)","https://yt3.ggpht.com/xaaygsvG1H0pRjMLetXZlWbFo2oattohq3NB6C_7tSmeINsA_oXQCFR_K7FcqUoL4wMjQJgeEQ=s88-c-k-c0x00ffffff-no-rj","false"
"@OneCupWonder","I'm gonna cry, this series was so peak, rip Bower and Shadow","https://yt3.ggpht.com/bnweq4t01R_9_jIJ41FAEh4FOaDVgWRH59TFkt6fEAAp02iksKGJTkm4E17FVeuPIgzVx1LkuA=s88-c-k-c0x00ffffff-no-rj","false"
"@Yakotrick","it’s been a ride guys. Thanks for sticking along. Hope yall enjoy ","","false"
"@DotoDoya","its over.","","false"
"@smokeniv9460","24:59 or worst if you go to the guldo planet and find out guldo is considered handsome on his planet","https://yt3.ggpht.com/ytc/AIdro_lPSz4Ei1F73s9Y__LOnZNozbH8e-bKSnCNpEzdxsBReg=s88-c-k-c0x00ffffff-no-rj","false"
"@joshm.8353","I have never heard Dino laugh like that at the beginning. Man turned into his own dad just to laugh.","https://yt3.ggpht.com/ytc/AIdro_kYv10KIybhjyK7MTEGV8llvy4H4QBnADjDZHzRisTzTFM=s88-c-k-c0x00ffffff-no-rj","false"
"@byrontheusurper6505","31:30 ROADO ROLLBACK DA!","https://yt3.ggpht.com/ytc/AIdro_k78bXqxjvCHrukhuyGTsKlhlaQhxV6ae87tix931MAixZFqdBbIe8JVhOogv1wZNqh6A=s88-c-k-c0x00ffffff-no-rj","false"
"@alijahgarner5295","32:10
Don't worry fellow 's I AM HERE 🇺🇸 ","https://yt3.ggpht.com/XQs94OuYCM6XRNmSSKNL2ZJycs43bCvVMkG4olRJU9o-7xiWU5dtC5tVz9e--8i54iQ0G_bOPQ=s88-c-k-c0x00ffffff-no-rj","false"
"@ツPOWERツ","39:17  bro looking like a disappointed father","https://yt3.ggpht.com/sbvmr770cjDbVUbKuMpJHgcEj-Ii2k-xdtbAxuqtOgsKD2pxjqmXWVCzDO41iiT77uzJ0U2X=s88-c-k-c0x00ffffff-no-rj","false"
"@Cadocdot","3:59 ayo deion don't look at me like that after saying what you said bro ","https://yt3.ggpht.com/DPIDNmGnklaHMj4WJ-TaPAc03_7H-4mLaTmSEiC7P4p9NV_4li88pKWKqxLxWxq4r2wHcJwwE5w=s88-c-k-c0x00ffffff-no-rj","false"
"@GhostLordRetro","5:07 Deion throwing shade at Rhyme for dying to Guldo with one attack during the ""Three Idiots vs Frieza Force"" in Xenoverse 2 thing.","https://yt3.ggpht.com/SttacTzYHSXLvlInfzCO_AHjVyzfHqclVDuQ5nE-Kih2Yrn-et6HjmzXofC3QbQWq71UfgyF9Q=s88-c-k-c0x00ffffff-no-rj","false"
"@abh1k947","19:02 that Beerus is so cursed ","https://yt3.ggpht.com/PWhbYzVq2vFGkJ1Q5c4bcgBpCBKd5nvm9JS6g48dF67YIgPiejjzgnaVdNXe6UXOGW120FruFF8=s88-c-k-c0x00ffffff-no-rj","false"
"@JusteDomi","25:50 Dion and the hypothetical questions are wild in this video","https://yt3.ggpht.com/Dl5p5_zCnHnwa222lFIdbhEv9-TT9enLm9XHM4-ujLlbZ7cHkULnXD1Rj7lVZ_MlS46tLOdD=s88-c-k-c0x00ffffff-no-rj","false"
"@goldwrld5836","30:31 the moment Deion knew something was wrong ","https://yt3.ggpht.com/Ou_iuOXSftdP5NIzmLXoXRafeA9mVos-p3uw2KrgdSbTxDhXp6MtP2Dk4m2Fj4NqkVUXFWr96x0=s88-c-k-c0x00ffffff-no-rj","false"
"@SoloingYaVerse","17:51 ""fanfiction where Doto gets that sentence out the right"" ain't no way you messed the sentence calling someone out for messing up a sentence lmao","https://yt3.ggpht.com/IuiMinTK71AXPt1J4ON4oy-UfwEbA8ipNhsjiECtQT7JvpZ1h_2kFDcLDKE0xsBQI5G7jak9=s88-c-k-c0x00ffffff-no-rj","false"
"@Lunar1us","This video feels like an unhinged podcast with dbfz footage and I am all for it","https://yt3.ggpht.com/VwUhAQCKv_gn0h2Grt-L0Zcsqw5HNoJuLrbNXhMbjBtwUIaIuryl4J5jRZt5nUvLAGzhXXOrTfA=s88-c-k-c0x00ffffff-no-rj","false"
"@alijahgarner5295","31:02
ROAD ROLLERRRRRRR EEEEEEEE ","https://yt3.ggpht.com/XQs94OuYCM6XRNmSSKNL2ZJycs43bCvVMkG4olRJU9o-7xiWU5dtC5tVz9e--8i54iQ0G_bOPQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Shadeanarchy","22:12 the way they Laugh. It's ""I got Mixed by the Androids"" all over again","https://yt3.ggpht.com/o_d3oorO6_s5_mfOCzNN-1yS5iTkMwi8Eb4mCbJbHEupyUTslMXFN8JovoA-MsuhNKuv__GAhfU=s88-c-k-c0x00ffffff-no-rj","false"
"@bleeborg","32:32 this needs to be done by Punching Animations","https://yt3.ggpht.com/ytc/AIdro_kMuSAQqZpZ0z3A3YOuN6DqotqehhvkqsjPX3FOXL09Zg=s88-c-k-c0x00ffffff-no-rj","false"
"@blackersock","39:32 this only happened bc deion didnt answer","","false"
"@Benjiro-Sato","この ディオだ! You think the three idiots actually won this time?? No.. the victor was actually me... Dio!","https://yt3.ggpht.com/04DzANXq3BjZ3N-T1gSzrGoweZoDLhaavRr3TAu6Wf5DHTGWoVkjwpMFrdmBatf6Jj9Ni9JmaGI=s88-c-k-c0x00ffffff-no-rj","false"
"@Mr_Couver","You know Dino and Doto are real ones when they hold in their laughter in the intro until it's their turn.","https://yt3.ggpht.com/ytc/AIdro_kFcUYRg3UxDuSCP2r3ul5BLxjjMauATHpmlEL8jtThFQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Ddog222","3:54 no way my guy was thinking about hit gooning for that long","https://yt3.ggpht.com/ytc/AIdro_nd9CUTH_vUS6yLFfCh_EH5NHiIQaskwp1Eiz_BGHeJdhT6LRhIGrQvmGbeGa18USPkig=s88-c-k-c0x00ffffff-no-rj","false"
"@dreadheadedguardian","13:11 Hit and Dio are doing what to me????","https://yt3.ggpht.com/ytc/AIdro_nok4Sz57TdvICNAXNnB76hcE0MT2eA6UAWYvBrOhL6Lt0=s88-c-k-c0x00ffffff-no-rj","false"
"@Marmalde08","0:41 who up beating their time Bizarre style","https://yt3.ggpht.com/3G-wNVDbN1DadM1HklwDYSambs8umkWlOLPb7-aYUC4Rz7m-639KWGApfw9sOFhbZP9xke-k=s88-c-k-c0x00ffffff-no-rj","false"
"@1Masterevil1","39:15 I'm guessing that's the ""Omega Fail"" medal xD","https://yt3.ggpht.com/ytc/AIdro_ls4fNkgETS3sMjlnhp9Y3kJC5bALdn9FaKIZyek8Z-Bg=s88-c-k-c0x00ffffff-no-rj","false"
"@ArmxrKxng","2:48 this is crazy ","https://yt3.ggpht.com/ytc/AIdro_mengC5A7t7W0s_KwL511rrRKtFPUxNb9xeaqCdOV6Zk-sNLrdpfQK3B6qOY5EXIUQ9JQ=s88-c-k-c0x00ffffff-no-rj","false"
"@sialiasialis.","""Pause"" has never been more appropriately needed than for this video right here fr lmao","https://yt3.ggpht.com/ytc/AIdro_mCofThO8IlauXlmbNkikT4NXBn5kme_dHSPQKgqJ4bt2E=s88-c-k-c0x00ffffff-no-rj","false"
"@noanswer531","21:33 something tells me doto has never seen an old disney cartoon ","https://yt3.ggpht.com/ytc/AIdro_kDMi1zVOs3kx7pWWG4peEsi7IkcjXpoT1HGjSXMGWKUqQ=s88-c-k-c0x00ffffff-no-rj","false"
"@JoeLikesBlue","15:23 Flexing another man’s body is crazy work, DIO.","https://yt3.ggpht.com/ytc/AIdro_mDOd9IaXsQGUH6w1_GgQ-b3N2kHHGOg0QdP4_FIa3TZ0c=s88-c-k-c0x00ffffff-no-rj","false"
"@murlemur1686","deion's been freaky as hell lately","https://yt3.ggpht.com/ytc/AIdro_mZpj0JR1D62uZFXtmx1IZsfdZKq91t7lwe6Ccb2aWGZbI=s88-c-k-c0x00ffffff-no-rj","false"
"@eliasseymour","5:45 the fact that it was animated too makes it so much more hilarious","https://yt3.ggpht.com/ytc/AIdro_lUvcBx4PG8TowxMavyzAP6RDGqHkqpn-ZU4e1InRDX2IQ=s88-c-k-c0x00ffffff-no-rj","false"
"@NovaStar-u9i","So quick summary this video is the three idiots roasting gulldo with a side of Dio and hit","https://yt3.ggpht.com/4WamcJjEuCoqQ8mbIg5xI8f2SfdN27LLWpBHvTS11W73SF2gF7ITivDTP_6njSqBJigOXsFV=s88-c-k-c0x00ffffff-no-rj","false"
"@Robocraft-lo9ge","I really love how Dino stopped talking during time stop, lol very nice touch","https://yt3.ggpht.com/yPqzMyj_ydtwK_W_q28KIaT6YX5Dbckp4Yn_DkZkyQUvvzTRHD9tMgVymsxXETYPSPC0x_d4-4s=s88-c-k-c0x00ffffff-no-rj","false"
"@byrontheusurper6505","Deion's on a real jorker trip in this video, more than usual at least!","https://yt3.ggpht.com/ytc/AIdro_k78bXqxjvCHrukhuyGTsKlhlaQhxV6ae87tix931MAixZFqdBbIe8JVhOogv1wZNqh6A=s88-c-k-c0x00ffffff-no-rj","false"
"@piksalade","12:50 where tf is mighty miner going ️","https://yt3.ggpht.com/Eg2wZgxzZFmjqUeN63D3BS5KXAfN4CqnEcsQ9_aYtgCpRQNBMxMnxXcXKO3910TLnlY3-tVGkw=s88-c-k-c0x00ffffff-no-rj","false"
"@333wwwwwwwwww","Hey Ken, this is Matthew from last friday. We had a lot of fun together that night and I thought we would both enjoy a second date. But after texting you on your IG, it seems like you have blocked me. This is why im reaching out to you in your YouTube comments. Please respond this time Ken.","https://yt3.ggpht.com/QdnzGhsM8DY8Q5JP5n84aiV5Ai0OndwtaOrqPi-4g-8u163Y-ieqZZGeV30Iad8de_LK8D72JA=s88-c-k-c0x00ffffff-no-rj","false"
"@asvd20","9:33 and there it goes supercell partnership️","https://yt3.ggpht.com/NVnO8mrXh-xTf0LOfyrmbwqfgO_-OCCjaoHrMF_mxoWBx5Hs38gJU_w8k9hdixxKjAGyTefTng=s88-c-k-c0x00ffffff-no-rj","false"
"@raphaelderegt2553","12:47 where tf is the miner going","https://yt3.ggpht.com/ytc/AIdro_kWgktT8MZorSZUa94Xv2jasXVBZ40Ay1DNcQQRzuqpVGc=s88-c-k-c0x00ffffff-no-rj","false"
"@akif2476","The lass from the bar story is a ginger","https://yt3.ggpht.com/ytc/AIdro_nTNasppBWLfvZYpvKsUEEnjOYz71NjAU74v5GDSuQ4eZ8=s88-c-k-c0x00ffffff-no-rj","false"
"@Runegiantenthusiast","rune giant is carrying ken's deck as always","https://yt3.ggpht.com/cXDOpk8sLsCJJsWxK0d57m20YczyXDWX7BMMYtSgDbY-l2ZwJvwPsc_acGOqThttMC2j3ap83D8=s88-c-k-c0x00ffffff-no-rj","false"
"@jokuvaa302","8:47 alright buddy","https://yt3.ggpht.com/uojvD139rq5vNImhjzB1LmRURwEpLTS1IsDcQQND2UrFVVaS0cLt80opgOBVwFy-NiaPW5pGZQ=s88-c-k-c0x00ffffff-no-rj","false"
"@nikolozdz1213","0:12 cap i saw all of that","https://yt3.ggpht.com/ytc/AIdro_kH5AuoBSHDDpAh89ARCrPRJwK9FiJ0v6kdiwIwwnWzu2E=s88-c-k-c0x00ffffff-no-rj","false"
"@xeron2780","Hes right at 10:30, life is like a highschool in general nowadays, lots of people dont really get out of that phase and grow up and behave the same as highschoolers. I would say lots are not even aware of it, not that it is unspoken.","https://yt3.ggpht.com/ytc/AIdro_kCH7rwLDRuh2sOcA5t35VAqqR7xpqefgWYFgz5dBmjsdc=s88-c-k-c0x00ffffff-no-rj","false"
"@Seven-ez5ux","6:22 ""Men can't be pregnant"" says Ken, while carrying my 3rd child.","https://yt3.ggpht.com/ytc/AIdro_maP9cVussZm9S1ZjuBJsxiwko5MdNuoKi8D-oyss3nlwA=s88-c-k-c0x00ffffff-no-rj","false"
"@victorliyc","6:47 is the part where Ken realizes the L emote isn't sigma ","https://yt3.ggpht.com/ytc/AIdro_mwVSS1EpMxd3AntdvU_F2BxswQYVL773QNHjef2KsF0A=s88-c-k-c0x00ffffff-no-rj","false"
"@anisultra5260","12:48 the mighty miner REALLY wants to follow Valkyrie","https://yt3.ggpht.com/ytc/AIdro_mGq2GfXnAQgTIphcFLIH3vGSdxpiZ12RiGou9Zif08DmM=s88-c-k-c0x00ffffff-no-rj","false"
"@SamyKhdm","""As Supercell intended"" Ken says while entering the bedroom with Berserker and Rune Giant by his side","https://yt3.ggpht.com/ytc/AIdro_lEjhErg5sIN9k1t3Bru5ZL-UaznIJavxXJNnQjsLwk46I=s88-c-k-c0x00ffffff-no-rj","false"
"@MagmaorangeR","You’re right about the weird social game thing. Everywhere you go wether it be school, work, always trying to “fit in” in a certain way. Fuck all that ","https://yt3.ggpht.com/RnlmRK83ZsGj9NauSJd5DFBqNVhhng2JpNfBaNqxsO5Au11k360-RclqhjLNfUrmgJmzaelM6dE=s88-c-k-c0x00ffffff-no-rj","false"
"@Zack.Yagami","I once met Ken when he was at a bar with a date or something, after his date ended I went to him to ask for a picture, he smiled and said ""yeah ofcourse man"". He then leaned into my ear and whispered ""I have a berserker in my basement and no one is gonna believe you"". He dropped a goblin curse then vanished. What a legend.","https://yt3.ggpht.com/jO7Okw0Fr_ZiIdyQaa-8jcwUJCYk3kMcIP3Nbb67YBOowizMS94lWWdMaWIsNYBPrTbrIQJYMQ=s88-c-k-c0x00ffffff-no-rj","false"
"@oumyacinemetir","I met ken in the supermarket last week with a little girl with ginger hair. He got close to me ,put ten dollars in my pocket and said ""you didn't see anything.""","https://yt3.ggpht.com/ytc/AIdro_nHK0CoR0BhBz4rkIy1573-26o179K9N7zpuv23G8cObV2rdy5kwMMl6B3mkWLZDakPkg=s88-c-k-c0x00ffffff-no-rj","false"
"@SkyeFire-707","09:40 he matched his clap with the rune giant","https://yt3.ggpht.com/ek1rDf7JsGNannx9mAC5Ns29pBaAgN9mJdNj8WQa8tHyLTEQy0VSEOVwWKAeNIWc4zN0H6E7Ew=s88-c-k-c0x00ffffff-no-rj","false"
"@goschannel8653","4:36 Ken standing up for his Scotland date","https://yt3.ggpht.com/ytc/AIdro_ku03kNoep98p0LfRGxzq_xfaAN1cwwbos9BJDQ03KlrQ=s88-c-k-c0x00ffffff-no-rj","false"
"@ishan7126","13:15 Ken when Berserker leaves him","https://yt3.ggpht.com/ytc/AIdro_mXDtmF02He-1zLWy9r4VV7EBxWdRtVlgCzOr9uA8z1ig=s88-c-k-c0x00ffffff-no-rj","false"
"@isagames5550","9:41 Ken enchanted the valkyrie","https://yt3.ggpht.com/T5Kr1FVl4pBmW7TaBRksoogt_mEe4Syf73BVx6OHetI7W9zVrzEmRpLwfWHBuKDq2mCuOugNIQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Collinrader","Ken im in that exact state of my life right now. Im in college and get a alot of time to game and see friends and my classes are overall enjoyable so i totally relate to that feeling of ""taking a break but just doing something else you enjoy"". Its a very nice phase of life and i wanted to say thank you for not only being funny but always bringing your yaps to a personal level where everyday people can understand and relate to someone else who i will never even meet","https://yt3.ggpht.com/oC9JX73r-15z2bddSr8XJrnsIkm2Sw4NeXXRkoCKWH6FXjfnZTAN7VXHhbKgc1XEigUu9HDVrQ=s88-c-k-c0x00ffffff-no-rj","false"
"@tokugawashigeshige6821","there is the atmosphere, lithosphere, hydrosphere, but losing you ken, is my biggest sphere.","https://yt3.ggpht.com/ytc/AIdro_ndCZdTXXFDImM58YoBubflOSXfJIIxFicvVHFKvyvk5o6N=s88-c-k-c0x00ffffff-no-rj","false"
"@Progammertownsend","Ken quick cycling his ginger boyfriends and girlfriends","https://yt3.ggpht.com/A-WqADi9L7Gc2qPaZ50zhZzaqlnBahCuUeIodx7zYixBNKWdV6dD5r7xvtKpJjLaG1qSN3rQdQ=s88-c-k-c0x00ffffff-no-rj","false"
"@russdian5244","Love the mole on your chin Ken, looking real moldy!","https://yt3.ggpht.com/ytc/AIdro_kV9w36_u94eZdPtItNHg4qgpGariE8Lj4gmcO3CPGVtA8=s88-c-k-c0x00ffffff-no-rj","false"
"@Cyclopsgaming360","1:33 Ken imitating the sound he makes when he sees the berserker","https://yt3.ggpht.com/ytc/AIdro_nb3YdIKhE-zi-JEghXc66ctWhw3uXNU4b-zwl87XVk-3w=s88-c-k-c0x00ffffff-no-rj","false"
"@specificuser2650","Ken, the whole idea about people being hollow and playing a societal game is something I’ve thought about quite often as well.

Over time, I realized that the more you think in superlatives, the more pointless it becomes. It is what it is.

If you’re interested, the thought you mentioned is essentially a core idea in social philosophy. Ancient Roman Stoic philosophers like Marcus Aurelius and Seneca wrote extensively about it, and you can check them out if you want to learn more.

That said, I’d actually advise against going too deep. I nearly descended into madness from overanalyzing everything I observed. I’d take your own advice and not think too much, and just let things pass by.","https://yt3.ggpht.com/ytc/AIdro_lYK_l7yKGnrU5mwwDjUegXqP0MJ5JTLbFRk5t34xc=s88-c-k-c0x00ffffff-no-rj","false"
"@kjve3683","7:53 that's called being a sociopath, ken","https://yt3.ggpht.com/Hv0i7PLGqHQ8DuwaEy63b5MWmxoPKkbTeqfHzqBiaL8r3OOJJ1cX_sq7x-m_wceZ14dlw__lvw=s88-c-k-c0x00ffffff-no-rj","false"
"@sluggerwastaken","Hey Ken, I really understand what ur saying about the highschool thing. When I finished school i thought it would be different, but it seems like there's still a crazy scramble that everyone does to gain social points and do things because ""that's what people do"" instead of simply being true to urself and being real. There's a lot of falseness in the world and it makes me really sad , which is why it made me happy to hear u mention it in this video. Glad to know there are people that think like me.","https://yt3.ggpht.com/cgjUwT1TtHbAtlZU13lnbw_BqT_SBtPNhka3_b6ULN8y4Mgcq8tk7TrBSy3RquRvaoFP_tlB=s88-c-k-c0x00ffffff-no-rj","false"
"@StarCheesy","The guy in the clan was me btw","https://yt3.ggpht.com/f2-gVlxO7RDnK9dNCntTadhTiyYwWJ-Xmnt3Bt3SwvxiRor7ft6WqPIIXaqrnK0cFJgWDiSrTg=s88-c-k-c0x00ffffff-no-rj","false"
"@m.p.imagine613","ken is the type of guy to pick up poop on the floor to say to his friend “look what you almost stepped on”","https://yt3.ggpht.com/SflSije2Kaa6ADKR5c6phoyl-H6HVFVeZ69FfYUbik5M4H9oW3op9TyQycDtc4hpic0caPstcMI=s88-c-k-c0x00ffffff-no-rj","false"
"@therealapochan","5:51 Ken cracks his fingers multiple times as a metaphor for how many times he has cracked the Rune Giant while Berserker watches","https://yt3.ggpht.com/r2jYk-eNQf2WTvcshzR6ssVJH1ovmcGS0ZjI0H0n1AwD1BmC8vl5UZoegZ8oJdfZytYdqht04A=s88-c-k-c0x00ffffff-no-rj","false"
